"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"gbpusd"
"14747"	-0.0121307507356973	-0.0135716014994957	-0.0131627074766437	-0.0131629090907412	-0.0123567234591651	-0.0107796582391409	-0.00968393139170927	-0.0101733395076771	-0.00985154217096051	-0.0106194335836857	-0.0102033733538737	-0.0118220117154466	-0.0116125943441681	-0.0125437136214706	-0.0138974199424824	-0.0116072879205535	-0.00844235254762553	-0.00638490894056085	-0.00561546009675831	-0.00429398998771521	-0.000689388737477614	0.00380772680032659	0.00554082632917698	0.00640627204534989	1.43078
"14748"	0.0100724416412302	0.00988454696285665	0.00940620058804779	0.0103973650149714	0.00917323119755589	0.00834615554525159	0.00805214430987222	0.00833337429648067	0.00444190067352273	0.00312198198578726	0.00305978660015777	0.00563553683721498	0.00659881681468475	0.00506848243876904	0.00296597403784193	-0.000781897111044996	-0.00374698624851127	-0.00566069382106104	-0.00184976512266095	-0.0031008965177792	-0.00165160269046041	0.00090719316685677	0.000137086971486433	-0.00370141881909223	1.4452625
"14749"	-0.00668625963252984	-0.00555968171369559	-0.00350260620924157	-0.00258704935018513	-0.00134583671704103	-0.000959069359319831	-0.00172832965696961	0.000444260114658394	0.00459728602907849	0.00399326938730643	0.00108964750174102	0.0014560241652137	0.00342278656824972	0.00310741552684051	0.00445341793497262	0.00634941595843623	0.00691927316220785	0.0103440551201681	0.00872709435500959	0.00831757705330826	0.00560262492677777	0.00326635609085327	0.00454445117862336	0.00652036210321832	1.43567
"14752"	0.00738839269310263	0.00826577171781521	0.00612499290477115	0.00492682361560223	0.00525309090989419	0.00597742013177042	0.00637390770875387	0.00496710966864111	0.00315910659054866	0.00366482048032789	0.00611608933408482	0.00329687771541502	0.00193035199614795	0.00149452700848813	-6.2660240531338e-05	-0.000212158417050494	-0.000604462619886847	-0.00250652564770775	-0.00200866216222575	-0.000545202019502041	6.92095405350857e-06	-0.00150289495486902	-0.00258564102312928	-0.00276349150809565	1.4466025
"14753"	-0.00340284521938641	-0.00451654116905587	-0.00377293211671083	-0.00482766619267462	-0.00554544990097119	-0.00700005025838672	-0.00803208810997286	-0.00908580825371978	-0.00909595654720208	-0.0101186044013381	-0.0119622764471026	-0.0114276415993696	-0.0115140625822528	-0.0067325420570113	-0.00285345689136197	-0.00303251958327103	-0.00417694169250917	-0.00404796849369424	-0.00551159984133004	-0.00592984056641619	-0.00673767970521326	-0.00597681020048322	-0.00395449811849537	-0.00174300220249038	1.441365
"14754"	0.000749100074565434	0.0010807689256272	0.00033506159457325	0.00144623240014871	0.00114806181528104	0.000535793822659567	0.00193978044757931	0.00248993757641836	0.00214174604504151	0.0026293221864862	0.00372314558571824	0.00766881877426826	0.00960105528599861	0.00769931852318088	0.00597125798005766	0.00318207855847964	0.00346605704574969	0.00493160691915058	0.00445196447523025	0.00378769566207659	0.00542357015415639	0.00435031054819673	0.00183777600986612	-0.00110634369939728	1.442445
"14755"	-0.00307975126285216	-0.00277279025199597	-0.0010785005200486	0.000114635675790039	0.0011224340271614	0.00131912498066206	0.00155953169253482	0.00308337228672622	0.00576855301477912	0.00821442412408862	0.00901913114252355	0.00570894662244818	0.00772311345023167	0.0106299534158027	0.00860244509846081	0.00744612044438902	0.0051092014132902	0.00273450057842151	0.00781415338841599	0.00985972963361778	0.00915755736087831	0.0114228844041261	0.0118673486695849	0.0136401014674727	1.43801
"14756"	0.0135292392111463	0.012452656295759	0.0119219293011781	0.0112414389115174	0.0113856760858842	0.0113893005450906	0.00962962344993717	0.00788455318896187	0.00639553700917921	0.00562097032766251	0.00286627417206192	0.00471950541600972	0.00298339420580244	0.00136883168107426	0.00316384755235569	0.00579814531874737	0.00655711788902965	0.00328777454179828	-0.00361516207462394	-0.00485815297271089	-0.00599899175998826	-0.00811550573385028	-0.00794602633161553	-0.00878443125127864	1.457595
"14759"	-0.0109418886892154	-0.00822103361311263	-0.00714093043572378	-0.0073412441582973	-0.00673909002885079	-0.00536331871890125	-0.00457701391872937	-0.00527019070871613	-0.00609293977157151	-0.00697499417813419	-0.00379475050221536	-0.00317317651651256	-0.00557875262762126	-0.00702867850976917	-0.00622901705893578	-0.0039719505638176	-0.0019249151644546	0.0018697053811802	0.00403860498156939	0.00341230206293704	0.00403829947683036	0.00480911036309851	0.00532384759778518	0.00558056601924983	1.44228125
"14760"	0.00831737756067731	0.00612048140302824	0.0041522192713858	0.00283670490010794	0.00111943404265799	-1.89905487496678e-05	9.15041820638354e-05	0.000861880663025717	0.00306231369589591	0.00330239438813645	0.000148476049014552	-0.00183307666362016	-0.00096679415161907	0.000374525052250615	0.00404356156559577	0.00517589181559797	0.00733402097590795	0.0104624585880476	0.0108312897032849	0.00995639498765873	0.00998665632108782	0.00884060081657576	0.00793129604548603	0.00769360411696336	1.45385
